title,university,form,link,category
Finance for Startups,Korea Advanced Institute of Science and Technology(KAIST),course,https://www.coursera.org/learn/finance-for-startups,business/finance
Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/accounting-data-analytics-python,business/finance
Supply Chain Finance and Blockchain Technology,New York Institute of Finance,specialization,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology,business/finance
Public Economics,National Research University Higher School of Economics,course,https://www.coursera.org/learn/public-economics,business/finance
Портфельные инвестиции: активные и пассивные стратегии,National Research University Higher School of Economics,course,https://www.coursera.org/learn/portfelnyye-investitsii,business/finance
Valuation and Financial Analysis For Startups,Yonsei University,specialization,https://www.coursera.org/specializations/startup-valuation,business/finance
Machine Learning for Accounting with Python,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/machine-learning-accounting-python,business/finance
Healthcare Marketplace,University of Minnesota,course,https://www.coursera.org/learn/healthcare-marketplace,business/finance
Introduction to Accounting Data Analytics and Visualization,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,business/finance
Python and Machine Learning for Asset Management,EDHEC Business School,course,https://www.coursera.org/learn/python-machine-learning-for-investment-management,business/finance
Introduction to Blockchain for Financial Services,INSEAD,course,https://www.coursera.org/learn/intro-blockchain-financial-services,business/finance
Budgeting essentials and development,Fundação Instituto de Administração,course,https://www.coursera.org/learn/budgeting-essentials-development,business/finance
Mergers and Acquisitions – The Relentless Pursuit of Synergy,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/mergers-and-acquisitions,business/finance
Country Level Economics: Macroeconomic Variables and Markets,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/country-level-economics,business/finance
Creating and Developing a Tech Startup,École Polytechnique,course,https://www.coursera.org/learn/tech-startup,business/finance
Investment Strategies and Portfolio Analysis,Rice University,course,https://www.coursera.org/learn/investment-strategies-portfolio-analysis,business/finance
Networks Illustrated: Principles without Calculus,Princeton University,course,https://www.coursera.org/learn/networks-illustrated,business/finance
"Country Level Economics: Policies, Institutions, and Macroeconomic Performance",University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/macroeconomic-factors,business/finance
Pharmaceutical and Medical Device Innovations,University of Minnesota,course,https://www.coursera.org/learn/pharma-medical-device-innovations,business/finance
Securing Investment Returns in the Long Run,University of Geneva,course,https://www.coursera.org/learn/investment-returns-long-run,business/finance
Advanced Trading Algorithms,Indian School of Business,course,https://www.coursera.org/learn/advanced-trading-algorithms,business/finance
Innovative Finance: Hacking finance to change the world,University of Cape Town,course,https://www.coursera.org/learn/innovative-finance,business/finance
Accounting and Finance for IT professionals,Indian School of Business,course,https://www.coursera.org/learn/accounting-finance,business/finance
Introducción a las Finanzas,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/estrategia-financiera,business/finance
Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/managerial-accounting-business-decisions,business/finance
Auditing II: The Practice of Auditing,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/auditing-part2-the-practice,business/finance
Introduction to Supply Chain Finance & Blockchain Technology,New York Institute of Finance,course,https://www.coursera.org/learn/introduction-supply-chain-finance-blockchain-technology,business/finance
Python and Machine-Learning for Asset Management with Alternative Data Sets,EDHEC Business School,course,https://www.coursera.org/learn/machine-learning-asset-management-alternative-data,business/finance
Monetary Policy in the Asia Pacific,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/monetary-policy-asia-pacific,business/finance
Finanzas para directivos,IESE Business School,course,https://www.coursera.org/learn/finanzas-operativas,business/finance
Accounting Analysis I: Measurement and Disclosure of Assets,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/asset-measurement-disclosure,business/finance
New Venture Finance: Startup Funding for Entrepreneurs,"University of Maryland, College Park",course,https://www.coursera.org/learn/startup-funding,business/finance
Innovations in Investment Technology: Artificial Intelligence,University of Michigan,course,https://www.coursera.org/learn/invest-tech,business/finance
"Risk, Return & Valuation",University of Michigan,course,https://www.coursera.org/learn/risk-return-and-valuation,business/finance
"Инфраструктура рынка, методы и технологии инвестирования",National Research University Higher School of Economics,course,https://www.coursera.org/learn/infrastruktura-rynka,business/finance
Capital Markets and Financial Institutions – How to Survive Them,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/capital-markets-and-financial-institutions,business/finance
Finance for Everyone: Markets,McMaster University,course,https://www.coursera.org/learn/finance-markets,business/finance
Financial Regulation in Emerging Markets and the Rise of Fintech Companies,University of Cape Town,course,https://www.coursera.org/learn/financial-regulation,business/finance
Statistics for International Business,University of London,course,https://www.coursera.org/learn/statistics-international-business,business/finance
Creating a Portfolio,Indian School of Business,course,https://www.coursera.org/learn/investment-portfolio,business/finance
Decision Criteria & Applications,University of Michigan,course,https://www.coursera.org/learn/decision-criteria-and-applications,business/finance
FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/regtech,business/finance
Valuation for Startups Using Discounted Cash Flows Approach,Yonsei University,course,https://www.coursera.org/learn/discounted-cash-flow,business/finance
Behavioral Investing,Indian School of Business,course,https://www.coursera.org/learn/behavioral-investing,business/finance
Investment Strategy,Indian School of Business,course,https://www.coursera.org/learn/investment-philosophy,business/finance
Blockchain Business Models,Duke University,course,https://www.coursera.org/learn/blockchain-business-models,business/finance
Пути выхода на фондовый рынок для частных инвесторов сегмента Mass Retail,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),course,https://www.coursera.org/learn/vyhoda-na-fondovyj-rynok-mass-retail,business/finance
Financial Risk Management with R,Duke University,course,https://www.coursera.org/learn/financial-risk-management-with-r,business/finance
Accounting for Business Decision Making: Strategy Assessment and Control,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/business-assessment,business/finance
Investments II: Lessons and Applications for Investors,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/investments-applications,business/finance
Налоги и налогообложение: специальные налоговые режимы,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),course,https://www.coursera.org/learn/specialnye-nalogovye-rezhimy,business/finance
Planning your Client's Wealth over a 5-year Horizon,University of Geneva,course,https://www.coursera.org/learn/wealth-planning-capstone,business/finance
Financing for Startup Businesses,Duke University,course,https://www.coursera.org/learn/financing-startup-businesses,business/finance
"L'impact investing, la finance qui change le monde",ESSEC Business School,specialization,https://www.coursera.org/specializations/impact-investing,business/finance
"Рынки капитала и финансовые институты или ""О чужих деньгах""",Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/rynki-kapitala-finansovyye-instituty,business/finance
Management and financial accounting: Know your numbers 1,Macquarie University,course,https://www.coursera.org/learn/management-accounting,business/finance
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,course,https://www.coursera.org/learn/credit-tech,business/finance
Corporate Financial Decision-Making for Value Creation,The University of Melbourne,course,https://www.coursera.org/learn/value-creation,business/finance
Medical Technology and Evaluation,University of Minnesota,course,https://www.coursera.org/learn/healthcare-medical-technology,business/finance
Accounting for Business Decision Making: Measurement and Operational Decisions,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/business-accounting,business/finance
Biases and Portfolio Selection,Rice University,course,https://www.coursera.org/learn/biases-portfolio-selection,business/finance
Demand management: Breaking down today’s commercial silos,ESSEC Business School,course,https://www.coursera.org/learn/demandmanagement,business/finance
Alternative Approaches to Valuation and Investment,The University of Melbourne,course,https://www.coursera.org/learn/valuation,business/finance
L'impact investing : comprendre les fondamentaux,ESSEC Business School,course,https://www.coursera.org/learn/investing-fondamentaux,business/finance
Design your own trading strategy – Culminating Project,Indian School of Business,course,https://www.coursera.org/learn/design-trading-strategy-culminating-project,business/finance
Evaluación de inversiones en Bienes de Capital,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/evaluaciondeinversiones,business/finance
Toma de Decisiones Financieras,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/proyectofinanzascorporativas,business/finance
"Инвестиционные проекты, слияния и поглощения",National Research University Higher School of Economics,course,https://www.coursera.org/learn/sliyaniye-pogloshcheniye,business/finance
Financial Analysis for Startups,Yonsei University,course,https://www.coursera.org/learn/financial-ratios,business/finance
Financing Infrastructure in African Cities,United Cities and Local Governments of Africa,course,https://www.coursera.org/learn/financing-infrastructure-in-african-cities,business/finance
Valuación de empresas,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/valuacionempresas,business/finance
Blockchain,"University of California, Irvine",specialization,https://www.coursera.org/specializations/uci-blockchain,business/finance
Key Success Factors in Supply Chain Finance,New York Institute of Finance,course,https://www.coursera.org/learn/key-success-factors-supply-chain-finance,business/finance
¿Cómo financiar mi empresa?,Universidad de los Andes,course,https://www.coursera.org/learn/financiar-mi-empresa,business/finance
Структура капитала компании,National Research University Higher School of Economics,course,https://www.coursera.org/learn/struktura-kapitala-kompanii,business/finance
Healthcare Delivery Providers,University of Minnesota,course,https://www.coursera.org/learn/healthcare-delivery-providers,business/finance
Estructura de capital y política de dividendos,Universidad Nacional Autónoma de México,course,https://www.coursera.org/learn/estructura,business/finance
The Blockchain,"University of California, Irvine",course,https://www.coursera.org/learn/uciblockchain,business/finance
Financial Management Capstone,University of Illinois at Urbana-Champaign,course,https://www.coursera.org/learn/financial-management-capstone,business/finance
Valuation for Startups Using Multiple Approach,Yonsei University,course,https://www.coursera.org/learn/valuation-multiples,business/finance
Государственное регулирование финансовых рынков на современном этапе,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),course,https://www.coursera.org/learn/gosudarstve-regulirovaniye-finansovykh-rynkov,business/finance
FinTech Disruptive Innovation: Implications for Society,The Hong Kong University of Science and Technology,course,https://www.coursera.org/learn/fintech-disruption,business/finance
How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,course,https://www.coursera.org/learn/entrepreneurs-blockchain-technology,business/finance
Principles of Corporate Finance – A Tale of Value,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/principles-of-corporate-finance,business/finance
Supply Chain Finance Market and Fintech Ecosystem,New York Institute of Finance,course,https://www.coursera.org/learn/supply-chain-finance-market-fintech-ecosystem,business/finance
Венчурный капитал,National Research University Higher School of Economics,course,https://www.coursera.org/learn/venchurnyj-kapital,business/finance
Цифровые технологии в международных финансах,Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России),course,https://www.coursera.org/learn/cifrovye-tekhnologii-v-mezhdunarodnyh-finansah,business/finance
Essentials of Corporate Finance Capstone,The University of Melbourne,course,https://www.coursera.org/learn/financial-analysis-project,business/finance
Future Development in Supply Chain Finance and Blockchain Technology,New York Institute of Finance,course,https://www.coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,business/finance
"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD,course,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance,business/finance
Blockchain Transformations of Financial Services,INSEAD,course,https://www.coursera.org/learn/blockchain-transformations-financial-services,business/finance
Фінанси для нефінансових спеціалістів,"University of California, Irvine",course,https://www.coursera.org/learn/finansy,business/finance
Управление стоимостью компании,National Research University Higher School of Economics,course,https://www.coursera.org/learn/upravlenie-stoimostju-kompanii,business/finance
Economie du sol et de l'immobilier II,École Polytechnique Fédérale de Lausanne,course,https://www.coursera.org/learn/economie-sol-immobilier-2,business/finance
Core Concepts of Accounting – Numbers and People,Moscow Institute of Physics and Technology,course,https://www.coursera.org/learn/core-concepts-of-accounting,business/finance
Finance For Everyone: Value,McMaster University,course,https://www.coursera.org/learn/finance-value,business/finance
Finance for Everyone: Debt,McMaster University,course,https://www.coursera.org/learn/finance-debt,business/finance
Corporate finance: Know your numbers 2,Macquarie University,course,https://www.coursera.org/learn/corporate-finance-know-your-numbers-2,business/finance
Blockchain in Financial Services: Strategic Action Plan,INSEAD,course,https://www.coursera.org/learn/blockchain-strategic-action-plan,business/finance
L'impact investing : être acteur,ESSEC Business School,course,https://www.coursera.org/learn/impact-investing-etre-acteur,business/finance
Financing and Profiting from Innovation for Corporate Entrepreneurs,"University of Maryland, College Park",course,https://www.coursera.org/learn/corporate-entrepreneurs-financing,business/finance
Applying Investment Decision Rules for Startups,Yonsei University,course,https://www.coursera.org/learn/capital-budgeting,business/finance
L'impact investing : innover,ESSEC Business School,course,https://www.coursera.org/learn/impactinvestinginnover,business/finance
Cryptography and Hashing Overview,"University of California, Irvine",course,https://www.coursera.org/learn/crypto-hashing,business/finance
Целевые капиталы - территория финансовой стабильности в некоммерческом секторе,National Research Tomsk State University,course,https://www.coursera.org/learn/tselevyye-kapitaly,business/finance
Project: Building Candlestick Charts with Google Sheets,Rhyme,course,https://www.coursera.org/learn/building-candlestick-charts-google-sheets,business/finance
Finance for Everyone Capstone Project,McMaster University,course,https://www.coursera.org/learn/finance-capstone,business/finance
Коммерциализация технологий в промышленном комплексе,National Research Nuclear University MEPhI,course,https://www.coursera.org/learn/commercialization-of-technology,business/finance
Capstone: Build a Winning Investment Portfolio,Rice University,course,https://www.coursera.org/learn/investment-portfolio-management-capstone,business/finance
Financial Markets and Investment Strategy Capstone,Indian School of Business,course,https://www.coursera.org/learn/investment-strategy-capstone,business/finance
Capstone Course: Start Up Your Fintech Future,University of Cape Town,course,https://www.coursera.org/learn/startup-fintech-capstone,business/finance
The Blockchain System,"University of California, Irvine",course,https://www.coursera.org/learn/blockchain-system,business/finance
The Merkle Tree and Cryptocurrencies,"University of California, Irvine",course,https://www.coursera.org/learn/merkle-cryptocurrencies,business/finance
Financer un projet à impact social,ESSEC Business School,course,https://www.coursera.org/learn/financer-un-projet,business/finance
Healthcare Marketplace Capstone,University of Minnesota,course,https://www.coursera.org/learn/healthcare-marketplace-capstone,business/finance
Valuation and Financial Analysis For Startups Capstone,Yonsei University,course,https://www.coursera.org/learn/valuation-for-startups-project,business/finance
"Итоговый проект специализации ""Финансовые инструменты для частного инвестора""",National Research University Higher School of Economics,course,https://www.coursera.org/learn/financial-instruments-capstone,business/finance
